SSID,BSSID,Encryption,latitude,longitude,Channel,Frequency,Last Update
ARRIS-48D1,78:6a:1f:92:1d:0b,wpa2,31.88049095,-102.3016312,1,,11/12/24 0:03
Bob's Burgers,06:b8:1f:77:0b:73,wpa2,31.88049095,-102.3016312,157,,11/12/24 0:03
Lori,64:67:72:8e:e9:ae,wpa2,31.88049095,-102.3016312,1,,11/12/24 0:03
Verizon-RC400L-30,40:40:40:e4:00:f0,wpa2,31.88049095,-102.3016312,7,,11/12/24 0:03
ATTqN2qsea,58:07:f8:36:03:8c,wpa2,31.88049095,-102.3016312,132,,11/12/24 0:03
,6c:4b:b4:e5:64:df,wpa2,31.88049095,-102.3016312,100,,11/12/24 0:03
Our world,6c:4b:b4:e5:64:dc,wpa2,31.88049095,-102.3016312,100,,11/12/24 0:03
Newtwork Unavailable,cc:ab:2c:0e:dc:98,wpa2,31.88049095,-102.3016312,52,,11/12/24 0:03
Iggyaggs,bc:96:e5:da:63:13,wpa2,31.88049095,-102.3016312,36,,11/12/24 0:03
,bc:9a:8e:30:81:ef,wpa2,31.88049095,-102.3016312,100,,11/12/24 0:03
,14:55:b9:47:3b:ef,wpa2,31.88049095,-102.3016312,100,,11/12/24 0:03
Jennygirl,14:55:b9:47:3b:ec,wpa2,31.88049095,-102.3016312,100,,11/12/24 0:03
,7a:80:38:2a:27:c3,wpa2,31.88049095,-102.3016312,52,,11/12/24 0:03
,28:74:f5:86:cb:bf,wpa2,31.88049095,-102.3016312,100,,11/12/24 0:03
Nvys,bc:9a:8e:30:81:ec,wpa2,31.88049095,-102.3016312,100,,11/12/24 0:03
Wi U gotta Fi w/me at cheesecake,28:74:f5:86:cb:bc,wpa2,31.88049095,-102.3016312,100,,11/12/24 0:03
ATTqN2qsea,58:07:f8:36:03:84,wpa2,31.88049095,-102.3016312,11,,11/12/24 0:03
Lori,64:67:72:8e:e9:af,wpa2,31.88049095,-102.3016312,36,,11/12/24 0:03
ATTrYCHxjT,f8:9b:6e:7a:b6:dc,wpa2,31.88049095,-102.3016312,161,,11/12/24 0:03
navawifi,d0:fc:d0:ea:0f:b8,wpa2,31.88049095,-102.3016312,52,,11/12/24 0:03
Lori,34:19:4d:ac:4b:44,wpa2,31.88049095,-102.3016312,1,,11/12/24 0:03
TMOBILE-AD01,94:3c:96:72:ad:07,wpa2,31.88049095,-102.3016312,116,,11/12/24 0:03
Lori,34:19:4d:ac:4b:45,wpa2,31.88049095,-102.3016312,36,,11/12/24 0:03
Wi U gotta Fi w/me at cheesecake,28:74:f5:86:cb:b8,wpa2,31.88049095,-102.3016312,48,,11/12/24 0:03
Verizon_LZHL9Y,58:96:71:2a:17:23,wpa2,31.88049095,-102.3016312,140,,11/12/24 0:03
pricemarie12,bc:9a:8e:b5:84:74,wpa2,31.88049095,-102.3016312,1,,11/12/24 0:03
ATTVyXuHca,bc:9a:8e:39:1e:6c,wpa2,31.88049095,-102.3016312,100,,11/12/24 0:03
Wi U gotta Fi w/me at cheesecake,28:74:f5:86:cb:b4,wpa2,31.88049095,-102.3016312,6,,11/12/24 0:03
pricemarie12,bc:9a:8e:b5:84:78,wpa2,31.88049095,-102.3016312,52,,11/12/24 0:03
,f8:9b:6e:7a:b6:df,wpa2,31.88049095,-102.3016312,161,,11/12/24 0:03
,bc:9a:8e:39:1e:6f,wpa2,31.88049095,-102.3016312,100,,11/12/24 0:03
ATTce5n2Dy,f8:9b:6e:f0:b4:5c,wpa2,31.88054558,-102.3020368,132,,11/12/24 0:03
DIRECT-roku-XHH-287490,8e:3e:1d:11:4a:1d,wpa2,31.88054558,-102.3020368,100,,11/12/24 0:03
,f8:9b:6e:f0:b4:5f,wpa2,31.88054558,-102.3020368,132,,11/12/24 0:03
Newtwork Unavailable,cc:ab:2c:0e:dc:9c,wpa2,31.88054558,-102.3020368,100,,11/12/24 0:03
ATTnuVfv7i,94:8f:cf:76:9c:90,wpa2,31.88054558,-102.3020368,8,,11/12/24 0:03
pricemarie12,bc:9a:8e:b5:84:7c,wpa2,31.88054558,-102.3020368,161,,11/12/24 0:03
,bc:9a:8e:b5:84:7f,wpa2,31.88054558,-102.3020368,161,,11/12/24 0:03
ARLO_VMB_3786626021,a4:11:62:04:a1:54,wpa2,31.88054558,-102.3020368,9,,11/12/24 0:03
UwantSumZucc,ec:c3:02:21:17:78,wpa2,31.88054558,-102.3020368,48,,11/12/24 0:03
ARRIS-C455-5G,48:4e:fc:e1:f7:4f,wpa2,31.88054558,-102.3020368,48,,11/12/24 0:03
,94:8f:cf:76:9c:93,wpa2,31.88054558,-102.3020368,157,,11/12/24 0:03
Try again Bitch,bc:9a:8e:6f:71:34,wpa2,31.88054558,-102.3020368,11,,11/12/24 0:03
ATTrYCHxjT,f8:9b:6e:7a:b6:d4,wpa2,31.88054558,-102.3020368,6,,11/12/24 0:03
Side hoes,bc:9a:8e:6f:71:35,wpa2,31.88054558,-102.3020368,11,,11/12/24 0:03
Lori,64:67:72:8e:e9:ae,wpa2,31.88054558,-102.3020368,1,,11/12/24 0:03
Nvys,bc:9a:8e:30:81:e8,wpa2,31.88054558,-102.3020368,48,,11/12/24 0:03
,10:c4:ca:5d:6a:ef,wpa2,31.88054558,-102.3020368,100,,11/12/24 0:03
ATTDgWBnSE,10:c4:ca:5d:6a:ec,wpa2,31.88054558,-102.3020368,100,,11/12/24 0:03
ATT3gAMeqi,80:ab:4d:89:73:74,wpa2,31.88054558,-102.3020368,1,,11/12/24 0:03
Nvys,bc:9a:8e:30:81:e4,wpa2,31.88054558,-102.3020368,11,,11/12/24 0:03
ATTDgWBnSE,10:c4:ca:5d:6a:e8,wpa2,31.88054558,-102.3020368,52,,11/12/24 0:03
ATT6HpAyr9,ac:8f:a9:5f:d0:e8,wpa2,31.88054558,-102.3020368,52,,11/12/24 0:03
ATT5y7MdcH,bc:9a:8e:88:7b:a4,wpa2,31.88054558,-102.3020368,1,,11/12/24 0:03
,f8:9b:6e:ad:1d:6f,wpa2,31.88054558,-102.3020368,100,,11/12/24 0:03
ATTGQhsqD7,bc:9a:8e:77:c8:68,wpa2,31.88054558,-102.3020368,48,,11/12/24 0:03
Lori,64:67:72:8e:e9:af,wpa2,31.88054558,-102.3020368,36,,11/12/24 0:03
Bill wi the science fi,f8:9b:6e:47:c7:08,wpa2,31.88054558,-102.3020368,48,,11/12/24 0:03
navawifi,d0:fc:d0:ea:0f:b8,wpa2,31.88054558,-102.3020368,52,,11/12/24 0:03
pricemarie12,bc:9a:8e:b5:84:74,wpa2,31.88054558,-102.3020368,1,,11/12/24 0:03
,0e:f4:d8:93:a1:1b,wpa2,31.88054558,-102.3020368,52,,11/12/24 0:03
Rodriguez,10:c4:ca:ab:20:5c,wpa2,31.88054558,-102.3020368,100,,11/12/24 0:03
ATTGQhsqD7,bc:9a:8e:77:c8:6c,wpa2,31.88054558,-102.3020368,100,,11/12/24 0:03
,10:c4:ca:ab:20:5f,wpa2,31.88054558,-102.3020368,100,,11/12/24 0:03
,bc:9a:8e:77:c8:6f,wpa2,31.88054558,-102.3020368,100,,11/12/24 0:03
,c0:d7:fe:e0:e0:dc,wpa2,31.88054558,-102.3020368,56,,11/12/24 0:03
ATT3gAMeqi,80:ab:4d:89:73:7c,wpa2,31.88054558,-102.3020368,161,,11/12/24 0:03
ATTBUeK57i,f8:9b:6e:db:42:58,wpa2,31.88054558,-102.3020368,48,,11/12/24 0:03
Burger Town,38:a0:67:1b:21:fc,wpa2,31.88054558,-102.3020368,132,,11/12/24 0:03
Jennygirl,14:55:b9:47:3b:e8,wpa2,31.88054558,-102.3020368,48,,11/12/24 0:03
Jennygirl,14:55:b9:47:3b:e4,wpa2,31.88054558,-102.3020368,6,,11/12/24 0:03
49ers2008!,f8:9b:6e:ad:1d:6c,wpa2,31.88054558,-102.3020368,100,,11/12/24 0:03
ATTcPsItaa,0c:ea:c9:c0:3d:c0,wpa2,31.88054558,-102.3020368,4,,11/12/24 0:03
Newtwork Unavailable,cc:ab:2c:0e:dc:98,wpa2,31.88054558,-102.3020368,52,,11/12/24 0:03
,38:a0:67:1b:21:ff,wpa2,31.88054558,-102.3020368,132,,11/12/24 0:03
ATTnuVfv7i,86:8f:cf:76:9c:93,wpa2,31.88054558,-102.3020368,157,,11/12/24 0:03
,66:67:72:fe:e9:af,wpa2,31.88054558,-102.3020368,36,,11/12/24 0:03
DIRECT-Di,5e:f8:a1:2e:14:18,wpa2,31.88054558,-102.3020368,36,,11/12/24 0:03
,d0:fc:d0:ea:0f:bf,wpa2,31.88054558,-102.3020368,100,,11/12/24 0:03
,7a:80:38:2a:27:c3,wpa2,31.88054558,-102.3020368,52,,11/12/24 0:03
navawifi,d0:fc:d0:ea:0f:bc,wpa2,31.88054558,-102.3020368,100,,11/12/24 0:03
ATTgztp6Wa,80:ab:4d:a7:19:0c,wpa2,31.88054558,-102.3020368,161,,11/12/24 0:03
ATT5y7MdcH,bc:9a:8e:88:7b:ac,wpa2,31.88054558,-102.3020368,132,,11/12/24 0:03
,bc:9a:8e:88:7b:af,wpa2,31.88054558,-102.3020368,132,,11/12/24 0:03
Lori,34:19:4d:ac:4b:45,wpa2,31.88054558,-102.3020368,36,,11/12/24 0:03
,be:96:e5:fa:63:13,wpa2,31.88054558,-102.3020368,36,,11/12/24 0:03
49ers2008!,f8:9b:6e:ad:1d:64,wpa2,31.88054558,-102.3020368,1,,11/12/24 0:03
49ers2008!,f8:9b:6e:ad:1d:68,wpa2,31.88054558,-102.3020368,36,,11/12/24 0:03
ATTVyXuHca,bc:9a:8e:39:1e:68,wpa2,31.88073121,-102.3022141,48,,11/12/24 0:03
DIRECT-roku-XHH-287490,8e:3e:1d:11:4a:1d,wpa2,31.88073121,-102.3022141,100,,11/12/24 0:03
ARRIS-F399-5G,8c:5a:25:10:7c:85,wpa2,31.88073121,-102.3022141,36,,11/12/24 0:03
NGJAV,34:98:b5:d6:5b:5a,wpa2,31.88073121,-102.3022141,40,,11/12/24 0:03
ARLO_VMB_3786626021,a4:11:62:04:a1:55,wpa2,31.88073121,-102.3022141,40,,11/12/24 0:03
UwantSumZucc,ec:c3:02:21:17:78,wpa2,31.88073121,-102.3022141,48,,11/12/24 0:03
ATTAiWyeeP,38:a0:67:d1:2d:2c,wpa2,31.88073121,-102.3022141,161,,11/12/24 0:03
ATTVyXuHca,bc:9a:8e:39:1e:64,wpa2,31.88073121,-102.3022141,11,,11/12/24 0:03
,f8:9b:6e:73:8a:7f,wpa2,31.88073121,-102.3022141,132,,11/12/24 0:03
UwantSumZucc,ec:c3:02:21:17:74,wpa2,31.88073121,-102.3022141,11,,11/12/24 0:03
Iggyaggs,bc:96:e5:da:63:12,wpa2,31.88073121,-102.3022141,1,,11/12/24 0:03
ATT7cs2pnQ,90:d0:92:c2:9a:bc,wpa2,31.88073121,-102.3022141,161,,11/12/24 0:03
,4e:50:dd:87:4b:dc,wpa2,31.88073121,-102.3022141,100,,11/12/24 0:03
NGJAV,3a:98:b5:d6:5b:59,wpa2,31.88073121,-102.3022141,9,,11/12/24 0:03
,4e:24:ce:e7:7c:1c,wpa2,31.88073121,-102.3022141,48,,11/12/24 0:03
ATT3gAMeqi,80:ab:4d:89:73:74,wpa2,31.88073121,-102.3022141,1,,11/12/24 0:03
Payne household,b4:63:6f:0a:cc:24,wpa2,31.88073121,-102.3022141,6,,11/12/24 0:03
ATT5y7MdcH,bc:9a:8e:88:7b:a8,wpa2,31.88073121,-102.3022141,48,,11/12/24 0:03
Payne household,b4:63:6f:0a:cc:28,wpa2,31.88073121,-102.3022141,48,,11/12/24 0:03
Iggyaggs,bc:96:e5:da:63:13,wpa2,31.88073121,-102.3022141,36,,11/12/24 0:03
UwantSumZucc,ec:c3:02:21:17:7c,wpa2,31.88073121,-102.3022141,100,,11/12/24 0:03
Our world,6c:4b:b4:e5:64:d8,wpa2,31.88073121,-102.3022141,48,,11/12/24 0:03
ATT6HpAyr9,ac:8f:a9:5f:d0:e8,wpa2,31.88073121,-102.3022141,52,,11/12/24 0:03
ATT5y7MdcH,bc:9a:8e:88:7b:a4,wpa2,31.88073121,-102.3022141,1,,11/12/24 0:03
,f8:9b:6e:ad:1d:6f,wpa2,31.88073121,-102.3022141,100,,11/12/24 0:03
Ramirez24,bc:9a:8e:f4:f7:68,wpa2,31.88073121,-102.3022141,52,,11/12/24 0:03
Mike1,a4:98:13:2f:ef:b0,wpa2,31.88073121,-102.3022141,4,,11/12/24 0:03
navawifi,d0:fc:d0:ea:0f:b8,wpa2,31.88073121,-102.3022141,52,,11/12/24 0:03
navawifi,d0:fc:d0:ea:0f:b4,wpa2,31.88073121,-102.3022141,11,,11/12/24 0:03
ATTayy6qqm_Guest,6c:4b:b4:e0:27:65,wpa2,31.88073121,-102.3022141,1,,11/12/24 0:03
,ec:c3:02:21:17:7f,wpa2,31.88073121,-102.3022141,100,,11/12/24 0:03
,0e:f4:d8:93:a1:1b,wpa2,31.88073121,-102.3022141,52,,11/12/24 0:03
,a4:98:13:2f:ef:b3,wpa2,31.88073121,-102.3022141,153,,11/12/24 0:03
ATTiW3EGF7,10:c4:ca:33:dc:f8,wpa2,31.88073121,-102.3022141,52,,11/12/24 0:03
pricemarie12,bc:9a:8e:b5:84:78,wpa2,31.88073121,-102.3022141,52,,11/12/24 0:03
,58:07:f8:36:03:8f,wpa2,31.88073121,-102.3022141,132,,11/12/24 0:03
bill wi the science fi,bc:9a:8e:27:6e:84,wpa2,31.88073121,-102.3022141,6,,11/12/24 0:03
ATTqN2qsea,58:07:f8:36:03:8c,wpa2,31.88073121,-102.3022141,132,,11/12/24 0:03
NGJAV,3a:98:b5:d6:5c:7b,wpa2,31.88073121,-102.3022141,9,,11/12/24 0:03
ATTiW3EGF7,10:c4:ca:33:dc:fc,wpa2,31.88073121,-102.3022141,132,,11/12/24 0:03
,20:f3:75:4e:7e:b3,wpa2,31.88073121,-102.3022141,153,,11/12/24 0:03
Newtwork Unavailable,cc:ab:2c:0e:dc:94,wpa2,31.88073121,-102.3022141,10,,11/12/24 0:03
HideYoKidsHideYoWifi,44:05:3f:5a:a3:f7,wpa2,31.88073121,-102.3022141,100,,11/12/24 0:03
,10:c4:ca:33:dc:ff,wpa2,31.88073121,-102.3022141,132,,11/12/24 0:03
NGJAV,34:98:b5:d6:6e:f5,wpa2,31.88073121,-102.3022141,40,,11/12/24 0:03
EarthLink5636,02:ba:7d:10:5b:94,wpa2,31.88073121,-102.3022141,6,,11/12/24 0:03
,38:a0:67:1b:21:ff,wpa2,31.88073121,-102.3022141,132,,11/12/24 0:03
,34:98:b5:d6:6e:f6,wpa2,31.88073121,-102.3022141,157,,11/12/24 0:03
ATTrDggBFE,f8:9b:6e:73:8a:74,wpa2,31.88073121,-102.3022141,6,,11/12/24 0:03
ATTrDggBFE,f8:9b:6e:73:8a:78,wpa2,31.88073121,-102.3022141,48,,11/12/24 0:03
Mike1,a6:98:13:2f:ef:b3,wpa2,31.88073121,-102.3022141,153,,11/12/24 0:03
Albrizarinconwifi,cc:ab:2c:34:d6:54,wpa2,31.88073121,-102.3022141,6,,11/12/24 0:03
Burger Town,38:a0:67:1b:21:f4,wpa2,31.88073121,-102.3022141,11,,11/12/24 0:03
ATTAiWyeeP,38:a0:67:d1:2d:28,wpa2,31.88073121,-102.3022141,52,,11/12/24 0:03
SpongeBobSpongeBob,26:f3:75:4e:7e:b3,wpa2,31.88073121,-102.3022141,153,,11/12/24 0:03
ATTt2RAFFd,0c:7c:28:b0:dc:1c,wpa2,31.88073121,-102.3022141,6,,11/12/24 0:03
Burger Town,38:a0:67:1b:21:f8,wpa2,31.88073121,-102.3022141,52,,11/12/24 0:03
navawifi,d0:fc:d0:ea:0f:bc,wpa2,31.88073121,-102.3022141,100,,11/12/24 0:03
Fancy69,46:12:65:af:cd:e3,wpa2,31.88073121,-102.3022141,153,,11/12/24 0:03
,90:d0:92:c2:9a:bf,wpa2,31.88073121,-102.3022141,161,,11/12/24 0:03
ATT5y7MdcH,bc:9a:8e:88:7b:ac,wpa2,31.88073121,-102.3022141,132,,11/12/24 0:03
,bc:9a:8e:88:7b:af,wpa2,31.88073121,-102.3022141,132,,11/12/24 0:03
49ers2008!,f8:9b:6e:ad:1d:64,wpa2,31.88073121,-102.3022141,1,,11/12/24 0:03
ATTVyXuHca,bc:9a:8e:39:1e:6c,wpa2,31.88073121,-102.3022141,100,,11/12/24 0:03
TMOBILE-FC51,20:b8:2b:74:fc:57,wpa2,31.88073121,-102.3022141,100,,11/12/24 0:03
,34:98:b5:d6:5b:59,wpa2,31.88073121,-102.3022141,9,,11/12/24 0:03
49ers2008!,f8:9b:6e:ad:1d:68,wpa2,31.88073121,-102.3022141,36,,11/12/24 0:03
,bc:9a:8e:39:1e:6f,wpa2,31.88073121,-102.3022141,100,,11/12/24 0:03
DJ Ruben,90:d0:92:94:53:e4,wpa2,31.88073121,-102.3022141,11,,11/12/24 0:03
Albrizarinconwifi,cc:ab:2c:34:d6:5c,wpa2,31.88121619,-102.3023567,132,,11/12/24 0:04
ATTUbcW7rz,10:c4:ca:bc:31:78,wpa2,31.88121619,-102.3023567,52,,11/12/24 0:04
NGJAV,34:98:b5:d6:5b:5a,wpa2,31.88121619,-102.3023567,40,,11/12/24 0:04
,34:98:b5:d6:5b:5b,wpa2,31.88121619,-102.3023567,157,,11/12/24 0:04
,3a:64:07:21:20:e7,wpa2,31.88121619,-102.3023567,112,,11/12/24 0:04
ARLO_VMB_3786626021,a4:11:62:04:a1:55,wpa2,31.88121619,-102.3023567,40,,11/12/24 0:04
CGNM-98E8-5G,fa:1d:0f:94:98:e0,wpa2,31.88121619,-102.3023567,48,,11/12/24 0:04
,cc:ab:2c:34:d6:5f,wpa2,31.88121619,-102.3023567,132,,11/12/24 0:04
The Goins,d0:fc:d0:f8:87:2c,wpa2,31.88121619,-102.3023567,161,,11/12/24 0:04
ATT7cs2pnQ,90:d0:92:c2:9a:bc,wpa2,31.88121619,-102.3023567,161,,11/12/24 0:04
ATTds7hgQs,10:c4:ca:2a:ab:88,wpa2,31.88121619,-102.3023567,52,,11/12/24 0:04
Payne household,b4:63:6f:0a:cc:24,wpa2,31.88121619,-102.3023567,6,,11/12/24 0:04
eufy RoboVac 25C-7450,a6:cf:12:e0:74:50,open,31.88121619,-102.3023567,1,,11/12/24 0:04
PONGAN INTERNET,f8:9b:6e:f3:7b:48,wpa2,31.88121619,-102.3023567,48,,11/12/24 0:04
Payne household,b4:63:6f:0a:cc:28,wpa2,31.88121619,-102.3023567,48,,11/12/24 0:04
ATT7cs2pnQ,90:d0:92:c2:9a:b4,wpa2,31.88121619,-102.3023567,1,,11/12/24 0:04
PONGAN INTERNET,f8:9b:6e:f3:7b:4c,wpa2,31.88121619,-102.3023567,100,,11/12/24 0:04
ATTkHRSEG4,bc:9a:8e:3e:1c:28,wpa2,31.88121619,-102.3023567,52,,11/12/24 0:04
,f8:9b:6e:f3:7b:4f,wpa2,31.88121619,-102.3023567,100,,11/12/24 0:04
Pedro casa,58:07:f8:03:a2:0c,wpa2,31.88121619,-102.3023567,100,,11/12/24 0:04
Payne household,b4:63:6f:0a:cc:2c,wpa2,31.88121619,-102.3023567,100,,11/12/24 0:04
NGJAV,34:98:b5:d6:5c:7c,wpa2,31.88121619,-102.3023567,40,,11/12/24 0:04
,6c:4b:b4:e9:40:9f,wpa2,31.88121619,-102.3023567,132,,11/12/24 0:04
,b4:63:6f:0a:cc:2f,wpa2,31.88121619,-102.3023567,100,,11/12/24 0:04
ATTUbcW7rz,10:c4:ca:bc:31:7c,wpa2,31.88121619,-102.3023567,161,,11/12/24 0:04
ATTazJM6K2,6c:4b:b4:e9:40:9c,wpa2,31.88121619,-102.3023567,132,,11/12/24 0:04
medflo wifi,fc:12:63:7d:97:86,wpa2,31.88121619,-102.3023567,6,,11/12/24 0:04
Mike1,a4:98:13:2f:ef:b0,wpa2,31.88121619,-102.3023567,4,,11/12/24 0:04
medflo wifi,fc:12:63:7d:97:87,wpa2,31.88121619,-102.3023567,112,,11/12/24 0:04
TMOBILE-53A1,cc:58:30:6a:53:a7,wpa2,31.88121619,-102.3023567,100,,11/12/24 0:04
tlebd795,0c:83:cc:eb:d7:95,wpa2,31.88121619,-102.3023567,1,,11/12/24 0:04
Fancy69,4c:12:65:af:cd:e0,wpa2,31.88121619,-102.3023567,2,,11/12/24 0:04
CGNM-C9E8-5G,fa:1d:0f:7d:c9:e0,wpa2,31.88121619,-102.3023567,44,,11/12/24 0:04
mary,80:ab:4d:c0:27:58,wpa2,31.88121619,-102.3023567,52,,11/12/24 0:04
ATT7cs2pnQ,90:d0:92:c2:9a:b8,wpa2,31.88121619,-102.3023567,52,,11/12/24 0:04
,10:c4:ca:2a:ab:8f,wpa2,31.88121619,-102.3023567,132,,11/12/24 0:04
ATTds7hgQs,10:c4:ca:2a:ab:8c,wpa2,31.88121619,-102.3023567,132,,11/12/24 0:04
SkolKings,90:d0:92:28:3f:1c,wpa2,31.88121619,-102.3023567,132,,11/12/24 0:04
ATTt2RAFFd,0c:7c:28:b0:dc:24,wpa2,31.88121619,-102.3023567,132,,11/12/24 0:04
The Goins,d0:fc:d0:f8:87:28,wpa2,31.88121619,-102.3023567,48,,11/12/24 0:04
NGJAV,34:98:b5:d6:6e:f5,wpa2,31.88121619,-102.3023567,40,,11/12/24 0:04
,90:d0:92:28:3f:1f,wpa2,31.88121619,-102.3023567,132,,11/12/24 0:04
ATTt2RAFFd,0c:7c:28:b0:dc:20,wpa2,31.88121619,-102.3023567,52,,11/12/24 0:04
Dee's waifu,66:8a:0d:62:5b:d3,wpa2,31.88121619,-102.3023567,153,,11/12/24 0:04
ARRIS-64D2-5G,60:19:71:14:64:d5,wpa2,31.88121619,-102.3023567,40,,11/12/24 0:04
Albrizarinconwifi,cc:ab:2c:34:d6:58,wpa2,31.88121619,-102.3023567,52,,11/12/24 0:04
,22:48:6c:bd:dd:4f,wpa2,31.88121619,-102.3023567,40,,11/12/24 0:04
ATTt2RAFFd,0c:7c:28:b0:dc:1c,wpa2,31.88121619,-102.3023567,6,,11/12/24 0:04
,06:12:63:7d:97:87,wpa2,31.88121619,-102.3023567,112,,11/12/24 0:04
,22:48:6c:bd:dd:4e,wpa2,31.88121619,-102.3023567,1,,11/12/24 0:04
,92:9d:13:75:f0:f8,wpa2,31.88121619,-102.3023567,132,,11/12/24 0:04
ATTrDggBFE,92:8d:13:75:f0:f7,wpa2,31.88121619,-102.3023567,36,,11/12/24 0:04
mary,80:ab:4d:c0:27:5c,wpa2,31.88121619,-102.3023567,132,,11/12/24 0:04
,0c:7c:28:b0:dc:27,wpa2,31.88121619,-102.3023567,132,,11/12/24 0:04
Fancy69,46:12:65:af:cd:e3,wpa2,31.88121619,-102.3023567,153,,11/12/24 0:04
,80:ab:4d:c0:27:5f,wpa2,31.88121619,-102.3023567,132,,11/12/24 0:04
SkolKings,90:d0:92:28:3f:18,wpa2,31.88121619,-102.3023567,52,,11/12/24 0:04
ATTkHRSEG4,bc:9a:8e:3e:1c:2c,wpa2,31.88121619,-102.3023567,149,,11/12/24 0:04
ARLO_VMB_3786626021,a4:11:62:04:a1:54,wpa2,31.88129495,-102.3027517,9,,11/12/24 0:04
ATTwSuySCY,58:07:f8:3d:6d:74,wpa2,31.88129495,-102.3027517,1,,11/12/24 0:04
ATTwSuySCY,58:07:f8:3d:6d:78,wpa2,31.88129495,-102.3027517,52,,11/12/24 0:04
ATTrHiUBRp,bc:9a:8e:d3:71:24,wpa2,31.88129495,-102.3027517,4,,11/12/24 0:04
,28:74:f5:4e:08:4f,wpa2,31.88129495,-102.3027517,132,,11/12/24 0:04
Girth estates,28:74:f5:4e:08:4c,wpa2,31.88129495,-102.3027517,132,,11/12/24 0:04
ATTrHiUBRp,bc:9a:8e:d3:71:28,wpa2,31.88129495,-102.3027517,52,,11/12/24 0:04
ATTds7hgQs,10:c4:ca:2a:ab:84,wpa2,31.88129495,-102.3027517,1,,11/12/24 0:04
,58:07:f8:03:a2:0f,wpa2,31.88129495,-102.3027517,100,,11/12/24 0:04
Girth estates,28:74:f5:4e:08:48,wpa2,31.88129495,-102.3027517,48,,11/12/24 0:04
ATTrHiUBRp,bc:9a:8e:d3:71:2c,wpa2,31.88129495,-102.3027517,100,,11/12/24 0:04
ATTRZtyfWj,80:ab:4d:de:31:48,wpa2,31.88129495,-102.3027517,100,,11/12/24 0:04
,bc:9a:8e:d3:71:2f,wpa2,31.88129495,-102.3027517,100,,11/12/24 0:04
,34:98:b5:d6:5c:7d,wpa2,31.88129495,-102.3027517,157,,11/12/24 0:04
HidinfromBiden,c6:a6:33:cc:c2:23,wpa2,31.88129495,-102.3027517,153,,11/12/24 0:04
Pedro casa,58:07:f8:03:a2:0c,wpa2,31.88129495,-102.3027517,100,,11/12/24 0:04
ATTazJM6K2,6c:4b:b4:e9:40:9c,wpa2,31.88129495,-102.3027517,132,,11/12/24 0:04
Verizon_CJV93T,dc:f5:1b:56:bb:54,wpa2,31.88129495,-102.3027517,128,,11/12/24 0:04
Bruce2022$,80:ab:4d:ea:00:d8,wpa2,31.88129495,-102.3027517,48,,11/12/24 0:04
,4c:12:65:af:cd:e3,wpa2,31.88129495,-102.3027517,153,,11/12/24 0:04
BA-117,5e:ba:ba:77:95:7f,wpa2,31.88129495,-102.3027517,44,,11/12/24 0:04
,dc:a6:33:cc:c2:23,wpa2,31.88129495,-102.3027517,153,,11/12/24 0:04
ATTRCwPGAx,e0:1f:2b:37:25:bc,wpa2,31.88129495,-102.3027517,132,,11/12/24 0:04
ATTazJM6K2,6c:4b:b4:e9:40:98,wpa2,31.88129495,-102.3027517,52,,11/12/24 0:04
,80:ab:4d:ea:00:df,wpa2,31.88129495,-102.3027517,100,,11/12/24 0:04
ATT-ODST117,f8:9b:6e:30:60:d4,wpa2,31.88129495,-102.3027517,1,,11/12/24 0:04
,d6:e2:2f:c1:4d:e5,wpa2,31.88129495,-102.3027517,100,,11/12/24 0:04
,de:f5:1b:66:bb:54,wpa2,31.88129495,-102.3027517,128,,11/12/24 0:04
Pedro casa,58:07:f8:03:a2:08,wpa2,31.88129495,-102.3027517,52,,11/12/24 0:04
STRN_117339901,4c:60:ba:8c:f7:89,open,31.88129495,-102.3027517,11,,11/12/24 0:04
The Goins,d0:fc:d0:f8:87:24,wpa2,31.88129495,-102.3027517,6,,11/12/24 0:04
BB-8,e8:d3:eb:c7:61:46,wpa2,31.88129495,-102.3027517,6,,11/12/24 0:04
Bruce2022$,80:ab:4d:ea:00:dc,wpa2,31.88129495,-102.3027517,100,,11/12/24 0:04
,e8:d3:eb:c7:61:44,unknown,31.88129495,-102.3027517,104,,11/12/24 0:04
SkolKings,90:d0:92:28:3f:14,wpa2,31.88129495,-102.3027517,6,,11/12/24 0:04
PAY it and you can USE it.,0c:7c:28:bc:0c:14,wpa2,31.88129495,-102.3027517,161,,11/12/24 0:04
,40:2b:50:18:52:f3,wpa2,31.88129495,-102.3027517,157,,11/12/24 0:04
PAY it and you can USE it.,0c:7c:28:bc:0c:10,wpa2,31.88129495,-102.3027517,52,,11/12/24 0:04
ATTwSuySCY,58:07:f8:3d:6d:7c,wpa2,31.88129495,-102.3027517,161,,11/12/24 0:04
ATTazJM6K2,6c:4b:b4:e9:40:94,wpa2,31.88129495,-102.3027517,11,,11/12/24 0:04
,80:ab:4d:de:31:4b,wpa2,31.88129495,-102.3027517,100,,11/12/24 0:04
ATTgGDZXIh,bc:9a:8e:99:99:78,wpa2,31.88129495,-102.3027517,48,,11/12/24 0:04
Bruce2022$,80:ab:4d:ea:00:d4,wpa2,31.88126608,-102.3028796,11,,11/12/24 0:04
ATT6z274A7,dc:8d:8a:19:85:fc,wpa2,31.88126608,-102.3028796,132,,11/12/24 0:04
